func	1:0	126:0	0	void	GetTIFFImage
stmnts	0:0	125:19	1	
water	98:58	0:0	12	basePixel
water	98:67	0:0	12	;
op	99:20	0:0	12	*
water	99:21	0:0	12	output_p
op	99:29	0:0	12	++
op	99:32	0:0	12	=
water	99:34	0:0	12	(
op	99:35	0:0	12	*
water	99:36	0:0	12	input_p
op	99:44	0:0	12	&
water	99:46	0:0	12	3
water	99:47	0:0	12	)
op	99:49	0:0	12	+
water	99:51	0:0	12	basePixel
water	99:60	0:0	12	;
water	100:16	0:0	12	}
water	101:12	0:0	10	}
water	102:8	0:0	8	}
else	102:10	118:8	4
stmts	102:15	118:8	5	
if	102:15	118:8	6	(( xImageDepth == 4 ) && ( tfImageDepth == 2 ))
cond	102:19	102:59	7	( xImageDepth == 4 ) && ( tfImageDepth == 2 )
water	102:19	0:0	8	(
water	102:20	0:0	8	xImageDepth
op	102:32	0:0	8	==
water	102:35	0:0	8	4
water	102:36	0:0	8	)
op	102:38	0:0	8	&&
water	102:41	0:0	8	(
water	102:42	0:0	8	tfImageDepth
op	102:55	0:0	8	==
water	102:58	0:0	8	2
water	102:59	0:0	8	)
stmts	102:62	118:8	7	
water	102:62	0:0	8	{
water	103:12	0:0	8	output_p
op	103:21	0:0	8	=
water	103:23	0:0	8	imageMemory
op	103:35	0:0	8	=
water	103:37	0:0	8	(
water	103:38	0:0	8	char
op	103:43	0:0	8	*
water	103:44	0:0	8	)
call	104:16	104:60	8	malloc
arg	104:23	104:60	9	tfBytesPerRow*2*tfImageHeight+2
water	104:23	0:0	10	tfBytesPerRow
op	104:37	0:0	10	*
water	104:39	0:0	10	2
op	104:41	0:0	10	*
water	104:43	0:0	10	tfImageHeight
op	104:57	0:0	10	+
water	104:59	0:0	10	2
water	104:61	0:0	8	;
call	105:12	105:30	8	MCHECK
arg	105:19	105:30	9	imageMemory
water	105:19	0:0	10	imageMemory
water	105:31	0:0	8	;
for	106:12	117:12	8	(i = 0 ;i < tfImageHeight;i ++)
forinit	106:17	106:22	9	i = 0 ;
water	106:17	0:0	10	i
op	106:19	0:0	10	=
water	106:21	0:0	10	0
water	106:22	0:0	10	;
cond	106:24	106:28	9	i < tfImageHeight
water	106:24	0:0	10	i
op	106:26	0:0	10	<
water	106:28	0:0	10	tfImageHeight
forexpr	106:43	106:44	9	i ++
water	106:43	0:0	10	i
op	106:44	0:0	10	++
stmts	106:48	117:12	9	
water	106:48	0:0	10	{
if	107:16	108:25	10	(TIFFReadScanline (tfFile ,scan_line ,i ,0 ) < 0)
cond	107:20	107:64	11	TIFFReadScanline (tfFile ,scan_line ,i ,0 ) < 0
call	107:20	107:60	12	TIFFReadScanline
arg	107:37	107:43	13	tfFile
water	107:37	0:0	14	tfFile
arg	107:45	107:54	13	scan_line
water	107:45	0:0	14	scan_line
arg	107:56	107:57	13	i
water	107:56	0:0	14	i
arg	107:59	107:60	13	0
water	107:59	0:0	14	0
op	107:62	0:0	12	<
water	107:64	0:0	12	0
stmts	108:20	108:25	11	
break	108:20	108:25	12	
water	109:16	0:0	10	output_p
op	109:25	0:0	10	=
op	109:27	0:0	10	&
water	109:28	0:0	10	imageMemory
op	109:39	0:0	10	[
water	109:40	0:0	10	i
op	109:42	0:0	10	*
water	109:44	0:0	10	tfBytesPerRow
op	109:58	0:0	10	*
water	109:60	0:0	10	2
op	109:61	0:0	10	]
water	109:62	0:0	10	;
water	110:16	0:0	10	input_p
op	110:24	0:0	10	=
water	110:26	0:0	10	scan_line
water	110:35	0:0	10	;
for	111:16	116:16	10	(j = 0 ;j < tfImageWidth;j += 4 , input_p ++)
forinit	111:21	111:26	11	j = 0 ;
water	111:21	0:0	12	j
op	111:23	0:0	12	=
water	111:25	0:0	12	0
water	111:26	0:0	12	;
cond	111:28	111:32	11	j < tfImageWidth
water	111:28	0:0	12	j
op	111:30	0:0	12	<
water	111:32	0:0	12	tfImageWidth
forexpr	111:46	111:61	11	j += 4 , input_p ++
water	111:46	0:0	12	j
op	111:48	0:0	12	+=
water	111:51	0:0	12	4
water	111:52	0:0	12	,
water	111:54	0:0	12	input_p
op	111:61	0:0	12	++
stmts	111:65	116:16	11	
water	111:65	0:0	12	{
op	112:20	0:0	12	*
water	112:21	0:0	12	output_p
op	112:29	0:0	12	++
op	112:32	0:0	12	=
water	112:34	0:0	12	(
water	112:35	0:0	12	(
water	112:36	0:0	12	(
op	112:37	0:0	12	*
water	112:38	0:0	12	input_p
op	112:45	0:0	12	>>
water	112:47	0:0	12	6
water	112:48	0:0	12	)
op	112:50	0:0	12	<<
water	112:53	0:0	12	4
water	112:54	0:0	12	)
op	113:24	0:0	12	|
water	113:26	0:0	12	(
water	113:27	0:0	12	(
op	113:28	0:0	12	*
water	113:29	0:0	12	input_p
op	113:37	0:0	12	>>
water	113:40	0:0	12	4
water	113:41	0:0	12	)
op	113:43	0:0	12	&
water	113:45	0:0	12	3
water	113:46	0:0	12	)
water	113:47	0:0	12	)
op	113:49	0:0	12	+
water	113:51	0:0	12	basePixel
water	113:60	0:0	12	;
op	114:20	0:0	12	*
water	114:21	0:0	12	output_p
op	114:29	0:0	12	++
op	114:32	0:0	12	=
water	114:34	0:0	12	(
water	114:35	0:0	12	(
water	114:36	0:0	12	(
water	114:37	0:0	12	(
op	114:38	0:0	12	*
water	114:39	0:0	12	input_p
op	114:46	0:0	12	>>
water	114:48	0:0	12	2
water	114:49	0:0	12	)
op	114:51	0:0	12	&
water	114:53	0:0	12	3
water	114:54	0:0	12	)
op	114:56	0:0	12	<<
water	114:59	0:0	12	4
water	114:60	0:0	12	)
op	115:24	0:0	12	|
water	115:26	0:0	12	(
op	115:27	0:0	12	*
water	115:28	0:0	12	input_p
op	115:36	0:0	12	&
water	115:38	0:0	12	3
water	115:39	0:0	12	)
water	115:40	0:0	12	)
op	115:42	0:0	12	+
water	115:44	0:0	12	basePixel
water	115:53	0:0	12	;
water	116:16	0:0	12	}
water	117:12	0:0	10	}
water	118:8	0:0	8	}
else	118:10	123:8	4
stmts	118:15	123:8	5	
water	118:15	0:0	6	{
call	119:12	121:41	6	fprintf
arg	119:20	119:26	7	stderr
water	119:20	0:0	8	stderr
arg	120:16	120:77	7	"xtiff: can't handle %d-bit TIFF file on an %d-bit display\n"
water	120:16	0:0	8	"xtiff: can't handle %d-bit TIFF file on an %d-bit display\n"
arg	121:16	121:28	7	tfImageDepth
water	121:16	0:0	8	tfImageDepth
arg	121:30	121:41	7	xImageDepth
water	121:30	0:0	8	xImageDepth
water	121:42	0:0	6	;
call	122:12	122:18	6	exit
arg	122:17	122:18	7	0
water	122:17	0:0	8	0
water	122:19	0:0	6	;
water	123:8	0:0	6	}
water	124:4	0:0	4	}
call	125:4	125:18	2	free
arg	125:9	125:18	3	scan_line
water	125:9	0:0	4	scan_line
water	125:19	0:0	2	;
