func	1:0	154:0	0	int	main
stmnts	0:0	153:9	1	
water	145:17	0:0	2	;
return	146:1	146:9	2	0
water	146:8	0:0	3	0
label	147:0	147:7	2	failure :
call	152:1	152:14	2	TIFFClose
arg	152:11	152:14	3	tif
water	152:11	0:0	4	tif
water	152:15	0:0	2	;
return	153:1	153:9	2	1
water	153:8	0:0	3	1
